vulnerability_id,contextual_risk_score,priority_label,risk_level,key_risk_drivers,confidence_level
CVE-2024-56326,15.1,P4,Low,"['Contextual score breakdown — S_cvss(v)=8.1/10 (from Vulnerability.cvss=8.1); S_exp(v)=2/10 (dev-only, internal asset); S_crit(v)=2/10 (supporting, low-revenue, no PII service); S_exploit(v)=1/10 (very low EPSS, no KEV/public exploit); S_blast(v)=2/10 (single low-criticality asset/service, no dependencies). Aggregate S_priority(v)=15.1/50.', ""Vulnerability details: Graph node (:Vulnerability {name: 'CVE-2024-56326', description: 'Template Injection', cvss: 8.1}) indicates an intrinsically high-severity template-injection issue, so intrinsic severity is high even before context is applied."", ""Deployment exposure (S_exp): Vulnerability exists in (:Package {name: 'jinja2', version: '3.1.3', ecosystem: 'pip'}) connected via (Vulnerability)-[:EXISTS_IN]->(Package). That package is installed only on one asset (:Asset {name: 'asset-push-021', environment: 'dev', network_exposure: 'internal', data_classification: 'internal', tier: 'supporting', kind: 'pip-dev-requirements', cloud_provider: 'aws'}). No Internet-facing or production deployments are observed, so exposure is low but non-zero (score ≈2/10)."", ""Business criticality (S_crit): The affected asset hosts a single service (:Service {name: 'push-build-deps-dev', criticality: 'supporting', revenue_impact: 'low', handles_pii: false, description: 'Top-level Python dev requirements (linters, testing tools, build helpers). Not deployed.'}) via (Asset)-[:HOSTS]->(Service). This is a dev-only, non-deployed, supporting service with low revenue impact and no PII, so business criticality impact is low (≈2/10)."", ""Exploit likelihood (S_exploit): Threat intelligence from (:ThreatSignal {cve: 'CVE-2024-56326', epss: 0.0042, kevListed: false, publicExploit: false}) connected via (Vulnerability)-[:HAS]->(ThreatSignal) shows EPSS ≈0.42% with no KEV listing and no known public exploit. This indicates very low near-term exploitation likelihood in the wild (≈1/10)."", 'Blast radius (S_blast): The graph shows a single affected asset and a single supporting dev service, with no downstream services via [:DEPENDS_ON] (deps=[] in the query). There is no indication of lateral service dependencies or higher-tier services relying on this one. Given the dev, internal, single-host context, blast radius is limited (≈2/10).', 'Overall contextual judgment: Despite a high intrinsic CVSS (template injection in Jinja2), the enterprise context confines this instance to an internal, dev-only, low-criticality build-dependency service with low exploit likelihood and minimal service dependencies. Under these conditions, the real-world enterprise risk is low, and the vulnerability is best handled as P4 (backlog/monitor) and remediated in normal dependency-upgrade cycles rather than as an urgent fix, assuming the graph accurately reflects all deployments.', 'Assumptions and confidence: Assessment assumes the knowledge graph has complete coverage for deployments of jinja2 3.1.3 and that no additional production or Internet-exposed assets using this vulnerable package exist outside the graph. Given clear graph evidence but possible external blind spots, confidence in this risk rating is moderately high.']",0.8
CVE-2025-27516,15.8,P4,Low,"['Score breakdown by dimension (0–10 each): S_cvss=8.8 (high intrinsic severity: template injection in jinja2 3.1.3), S_exp=2 (low deployment exposure), S_crit=2 (low business criticality), S_exploit=1 (very low exploit likelihood), S_blast=2 (small blast radius) → S_priority=15.8/50.', ""Severity (S_cvss=8.8): Graph node Vulnerability{name: 'CVE-2025-27516', description: 'Template Injection', cvss: 8.8} indicates a high-severity template-injection flaw in the pip package 'jinja2' (version 3.1.3), which is widely used for templating and could enable serious impact where reachable."", ""Deployment exposure (S_exp=2): The vulnerable package jinja2@3.1.3 is INSTALLED_ON a single Asset{name: 'asset-push-021', environment: 'dev', network_exposure: 'internal', data_classification: 'internal', tier: 'supporting', kind: 'pip-dev-requirements'}; this is an internal, non-internet-facing dev asset with internal data classification, which materially lowers likelihood of direct attack paths."", ""Business criticality (S_crit=2): That asset HOSTS Service{name: 'push-build-deps-dev', criticality: 'supporting', revenue_impact: 'low', handles_pii: false, description: 'Top-level Python dev requirements ... Not deployed.'}; this is a supporting, non-PII, low-revenue-impact dev/build service that is explicitly not deployed to production, so compromise would have limited direct business impact in current graph context."", 'Exploit likelihood (S_exploit=1): ThreatSignal for this vulnerability shows epss=0.00121, kevListed=false, publicExploit=false, indicating very low near-term exploitation probability (not on KEV, no known public exploit, and extremely low EPSS), so we assign a minimal but non-zero exploit-likelihood score.', ""Blast radius (S_blast=2): The vulnerability affects one dev asset and one supporting dev service; dependency analysis (DEPENDS_ON edges) shows no downstream or upstream services depending on 'push-build-deps-dev', so compromise would be largely contained to this isolated dev/build context, yielding a small blast radius score."", 'Contextual conclusion: Despite high intrinsic severity in jinja2, in this environment CVE-2025-27516 is confined to a single internal dev build-dependency host and a non-deployed supporting service, with very low exploit intel signals and no modeled critical dependencies; overall contextual risk is Low, appropriate for P4 (backlog/monitor) and remediation during routine dependency hygiene rather than immediate emergency action.']",0.85
CVE-2024-47874,15.2,P4,Low,"['Score breakdown (0–10 per dimension, max 50 total): S_cvss=8.7, S_exp=2, S_crit=2, S_exploit=0.5, S_blast=2 ⇒ S_priority=15.2/50.', 'Vulnerability severity (S_cvss=8.7): Graph shows CVSS 8.7 for CVE-2024-47874 (Allocation of Resources Without Limits or Throttling), indicating a high-severity resource exhaustion/DoS issue intrinsically.', 'Deployment exposure (S_exp=2): Vulnerable package starlette 0.37.2 is installed only on a single asset (asset-push-021) with network_exposure=""internal"", environment=""dev"", data_classification=""internal"" and kind=""pip-dev-requirements""—a non-internet-exposed dev build/deps host, giving low real-world exposure.', 'Business criticality (S_crit=2): The hosted service push-build-deps-dev on this asset has criticality=""supporting"", revenue_impact=""low"", handles_pii=false, and is documented as ""Top-level Python dev requirements … Not deployed."" The asset tier is also ""supporting"". This points to low business impact if the vulnerability were abused.', 'Exploit likelihood (S_exploit=0.5): ThreatSignal for CVE-2024-47874 shows epss=0.00125 (very low), kevListed=false, and publicExploit=false, indicating minimal current attacker focus or known weaponization despite the high CVSS score.', 'Blast radius (S_blast=2): The vulnerability is tied to one Package node (starlette 0.37.2) and one Asset and one supporting dev Service, with no dependent services found via DEPENDS_ON edges. Impact is therefore confined to a single internal dev build/dependency environment, with no modeled production or PII-bearing services at risk.', 'Assumptions/limitations: Assessment assumes the knowledge graph fully represents where starlette 0.37.2 is deployed and that the absence of additional INSTALLED_ON or DEPENDS_ON relationships means no further production or higher-criticality exposure exists.']",0.88
CVE-2025-47273,17.8,P3,Medium,"[""Severity (S_cvss): Vulnerability node for CVE-2025-47273 has cvss=8.8 and description='Directory Traversal', indicating a high-impact flaw on a 0–10 scale -> S_cvss=8.8/10."", ""Deployment exposure (S_exp): The vulnerable setuptools packages (versions 40.5.0 and 69.5.1, ecosystem='pip') are installed only on two AWS assets (asset-push-021, asset-push-022) with environment='dev', network_exposure='internal', data_classification='internal', tier='supporting'. No internet-facing exposure is modeled -> S_exp≈2/10."", ""Business criticality (S_crit): The affected services are 'push-build-deps-jenkins' and 'push-build-deps-dev', both with criticality='supporting', revenue_impact='low', handles_pii=false. Descriptions show they are dev/CI tooling (Python dev requirements and Jenkins build dependencies) and not directly customer-facing or PII-handling services -> S_crit≈3/10."", 'Exploit likelihood (S_exploit): ThreatSignal attached to this vulnerability shows epss=0.00487, kevListed=false, publicExploit=false, which indicates very low observed exploitation probability and no KEV/public exploit signal -> S_exploit≈1/10.', ""Blast radius (S_blast): Only 2 dev assets are affected, each hosting a single supporting service. Graph analysis shows no Service-[:DEPENDS_ON]->Service edges to or from these services, so there are no modeled downstream dependencies. While 'push-build-deps-jenkins' participates in a pipeline that ships 'push-service' to AWS (per description), this supply-chain adjacency is not represented as additional graph dependencies, so modeled blast radius remains limited to build/dev tooling -> S_blast≈3/10."", 'Overall contextual risk: Combined score S_priority = 8.8 (cvss) + 2 (exp) + 3 (crit) + 1 (exploit) + 3 (blast) ≈ 17.8/50. This supports a Medium contextual risk and a P3 (scheduled remediation) priority: remediation is recommended as part of routine work on dev/CI environments, but it does not warrant immediate emergency response given current exposure and threat intelligence.', ""Assumptions and data gaps: Assessment assumes (1) there are no additional assets or services with this vulnerability beyond those modeled, (2) the 'dev' and 'internal' classifications accurately reflect real deployment and network exposure, and (3) no unmodeled external integrations significantly extend the blast radius. Confidence is moderately high because key properties (environment, exposure, service criticality, EPSS/KEV/exploit flags) are explicitly present in the graph.""]",0.8
CVE-2025-5889,28.6,P2,High,"['Intrinsic severity S_cvss = 3.1/10 (low): The Vulnerability node for CVE-2025-5889 has cvss=3.1 and description ""Regular Expression Denial of Service (ReDoS)"", indicating primarily availability impact with limited direct confidentiality/integrity damage.', 'Deployment exposure S_exp ≈ 8/10: The CVE exists in the npm package `brace-expansion` (version 1.1.11), which is installed on 18 assets. These include 3 production and 3 staging internet-facing hosts (`push-api`, `push-registrar`, `push-legacy-api`) plus 1 production partner-network host (`push-campaign-api`); remaining instances are internal prod/staging/dev workers and tools. This gives attackers multiple externally reachable paths into vulnerable code, especially in production.', 'Business criticality S_crit ≈ 9/10: Affected services include mission-critical, high-revenue, PII-handling APIs `push-api` and `push-registrar` (internet-facing, prod), as well as GDPR-related `push-gdpr-worker` (prod, regulated data) and other critical/important components (`push-legacy-api`, `push-admin`, `push-legacy-worker`, `push-queue-worker`). Availability loss in these services would materially impact push delivery, customer-facing functionality, and regulatory obligations.', 'Exploit likelihood S_exploit ≈ 1/10: The ThreatSignal node linked via :HAS shows epss=0.00092, kevListed=false, publicExploit=false for CVE-2025-5889. This combination suggests currently low probability of widespread exploitation despite broad deployment, so likelihood is scored near the minimum.', 'Blast radius S_blast ≈ 7.5/10: The vulnerable package is present on 11 production, 5 staging, and 2 dev assets spanning core APIs, workers, and shared ""supporting"" services (`push-shared-common`, `push-shared-configs`, CLI and deploy tools). The service graph shows many services depend on `push-shared-common`/`push-shared-configs` and on each other (e.g., `push-api` → `push-registrar`/`push-admin`/shared libs, `push-campaign-api` → `push-queue-worker`/shared libs). While each exploit instance is local, the footprint across almost the entire push stack means the aggregate operational blast radius is large.', 'Overall contextual score and priority: Using component scores S_cvss=3.1, S_exp≈8, S_crit≈9, S_exploit≈1, S_blast≈7.5 yields S_priority ≈ 28.6/50. Under a mapping where P1≥37.5, P2∈[25,37.5), P3∈[12.5,25), P4<12.5, this places CVE-2025-5889 at High contextual risk with a P2 (near-term remediation) priority—below emergency level due to low exploitability, but elevated by high exposure and business criticality.', 'Key assumptions: (1) All services on assets where `brace-expansion` is installed are treated as potentially reachable paths to the vulnerable regex functionality; code-level usage is not modeled in the graph. (2) No mitigating controls such as WAF rules, strict rate limiting, or regex sandboxing are encoded in the graph, so they are not factored into exposure. (3) Risk level and priority thresholds follow an internal scheme (P1≥37.5, P2≥25, P3≥12.5) for a maximum possible score of 50. Adjustments may be needed if your organization uses different cutoffs.']",0.9
CVE-2026-1703,9.0,P4,Low,"['Score breakdown (0–10 per dimension, higher = worse): S_cvss = 3.9, S_exp = 2.0, S_crit = 2.0, S_exploit = 0.1, S_blast = 1.0. Aggregate S_priority = 9.0 / 50.', ""Intrinsic severity (S_cvss = 3.9): Vulnerability node for CVE-2026-1703 is described as a 'Directory Traversal' issue with CVSS 3.9, which falls in the low technical severity band in isolation."", ""Deployment exposure (S_exp = 2.0): The affected package node is 'pip' 24.0 (ecosystem: pip) installed on a single asset 'asset-push-021' (hostname 'push-build-deps-dev-dev-021.push.internal'). That asset is AWS-hosted, 'environment: dev', 'network_exposure: internal', 'data_classification: internal', and tiered as 'supporting', indicating an internal, non–internet-exposed dev system with limited exposure to untrusted users."", ""Business criticality (S_crit = 2.0): The only associated service is 'push-build-deps-dev', described as 'Top-level Python dev requirements (linters, testing tools, build helpers). Not deployed.', with properties 'criticality: supporting', 'revenue_impact: low', and 'handles_pii: false'. This is non-production build tooling, not a live customer- or revenue-facing workload, so direct business impact from compromise is low."", 'Exploit likelihood (S_exploit = 0.1): The ThreatSignal linked to this vulnerability has epss = 0.00026, kevListed = false, and publicExploit = false. This combination indicates very low predicted exploitation probability and no evidence of active exploitation or widely available weaponized code at this time.', ""Blast radius (S_blast = 1.0): The graph shows a single package instance ('pip' 24.0) on one dev asset hosting one supporting dev service, with no Service->Service dependencies emanating from that service. There is no evidence of broader production deployment or critical downstream dependencies, so any compromise would be contained to a narrow dev/build context."", 'Overall contextual judgment: Because this is a low-CVSS directory traversal in a dev-only, internally exposed build/dependency service with low EPSS and no KEV/public exploit, the real-world enterprise risk is low, suitable for backlog/monitoring rather than urgent remediation.']",0.86
CVE-2024-45813,34.9,P2,"High contextual risk – S_cvss=6.9, S_exp=9, S_crit=9, S_exploit=2, S_blast=8 (scale 0–10 each)","[""Intrinsic severity (S_cvss=6.9/10): CVE-2024-45813 is a Regular Expression Denial of Service (ReDoS) in the npm router package 'find-my-way' 2.2.5. Successful exploitation lets a remote client trigger CPU-intensive regex processing and deny service on affected Node.js HTTP services, but does not provide code execution or direct data exfiltration."", ""Deployment exposure (S_exp=9/10): The vulnerable package is installed on multiple AWS runtime-host assets that are tagged network_exposure='internet-facing' and environment='prod' with data_classification='confidential', specifically hosting the push-api, push-registrar, and push-legacy-api services. These are externally reachable HTTP entrypoints, so an unauthenticated attacker on the Internet can reach vulnerable request paths and attempt ReDoS."", ""Business criticality (S_crit=9/10): Key affected services are labeled critical/mission-critical with high revenue impact and PII handling. push-api and push-registrar are 'mission-critical', revenue_impact='high', handles_pii=true and form the main push notification and device registration interfaces; push-gdpr-worker (on a prod internal host with data_classification='regulated' and tier='critical') processes GDPR deletion requests, so outages have both customer-impact and regulatory/compliance implications."", 'Exploit likelihood (S_exploit=2/10): The linked ThreatSignal node for CVE-2024-45813 reports epss=0.00076, kevListed=false, publicExploit=false, indicating very low observed exploitation in the wild and no KEV or public PoC at this time. ReDoS attacks are technically simple once a vulnerable route is known, so targeted exploitation remains possible, but broad opportunistic exploitation pressure is currently low; this keeps S_exploit near the bottom of the scale.', 'Blast radius (S_blast=8/10): The vulnerability appears on 13 assets (9 prod, 4 staging), including internet-facing APIs and multiple internal workers plus the shared npm-internal-library asset hosting push-shared-common. Dependency edges show that affected services (e.g., push-api, push-registrar, push-legacy-api, push-gdpr-worker) depend on shared libraries and on push-infra-storage, which holds device/client data and is marked critical with high revenue_impact and handles_pii=true. A sustained ReDoS against the internet-facing APIs could effectively take down or severely degrade the entire push notification platform, impacting multiple dependent services even if they are not directly reachable from the Internet.']",0.9
CVE-2024-43799,31.5,P2,High,"['Score breakdown (0–10 each): S_cvss = 5.0, S_exp = 8.5, S_crit = 9.0, S_exploit = 1.0, S_blast = 8.0 → S_priority = 31.5 / 50.', ""Vulnerability context: CVE-2024-43799 is modeled as a Cross-site Scripting issue with CVSS 5.0 (medium) in npm package 'send' 0.16.2 (ecosystem: npm, supplier: NodePackageRegistry). This suggests a moderate-impact web/application-layer issue rather than full system compromise by itself."", ""Deployment exposure: The vulnerable package is installed on at least 14 assets, including 3 production internet-facing runtime hosts (push-api-prod-001, push-registrar-prod-002, push-legacy-api-prod-003) and their staging counterparts, all marked 'internet-facing' with 'confidential' data in prod and 'mission-critical' or 'critical' tiers. This creates substantial external attack surface despite only medium intrinsic severity."", ""Business criticality: Affected services include mission-critical, high-revenue, PII-processing APIs 'push-api' and 'push-registrar', as well as critical/internal services such as 'push-admin' and the 'push-gdpr-worker' which handles regulated data and GDPR deletion workflows. Compromise could affect user device registration, notification delivery, and regulated data handling, driving S_crit close to the maximum."", 'Exploit likelihood: ThreatSignal for CVE-2024-43799 shows EPSS = 0.00166, kevListed = false, publicExploit = false. This indicates low current likelihood of widespread exploitation, so S_exploit is kept low despite the XSS class of the bug.', ""Blast radius: The vulnerable package underpins a shared internal library service 'push-shared-common', which is explicitly depended on by many services (push-api, push-registrar, push-legacy-api, push-admin, push-legacy-worker, push-queue-worker, push-gdpr-worker, push-status-worker, and others). Service dependency edges (e.g., push-api ↔ push-registrar/push-admin, queue/legacy/status workers) show that a compromise on any exposed node could cascade across much of the push stack, justifying a high S_blast."", 'Overall interpretation: Despite a medium CVSS and low EPSS, the combination of broad deployment on internet-facing production APIs, high business and data criticality (including PII and regulated data), and extensive cross-service dependencies results in a High contextual risk that warrants P2 (near-term) remediation rather than simple backlog treatment.', 'Confidence: 0.85 – High. Assessment is strongly grounded in graph data for assets (environment, exposure, data_classification, tier), services (criticality, revenue_impact, handles_pii), package deployment, and ThreatSignal, though exact exploit preconditions (e.g., authentication requirements, specific routes affected) are not explicitly modeled.']",0.85
CVE-2026-41907,32.3,P2,High,"['Dimension breakdown (0–10 scale each): S_cvss = 6.3, S_exp = 8.0, S_crit = 8.5, S_exploit = 1.0, S_blast = 8.5 → S_priority = 32.3/50.', ""S_cvss – intrinsic severity (6.3/10): Graph stores CVSS 6.3 and description “Improper Validation of Specified Index, Position, or Offset in Input” for CVE-2026-41907 in the npm 'uuid' package (versions 3.4.0, 8.0.0, 9.0.1, 10.0.0), indicating a medium technical severity input-handling flaw rather than a critical remote code execution class issue."", ""S_exp – deployment exposure (8.0/10): The vulnerable 'uuid' versions are installed across at least 12 assets, including prod internet-facing runtime hosts for 'push-api' (asset-push-001) and staging internet-facing 'push-api' (asset-push-010), a prod partner-network host for 'push-campaign-api' (asset-push-004), and multiple prod internal hosts handling confidential or regulated data (e.g., push-gdpr-worker on asset-push-008). This mix of internet-facing, partner-network, and internal-but-sensitive prod systems yields high effective exposure."", ""S_crit – business criticality (8.5/10): Impacted services include mission-critical, high-revenue, PII-handling 'push-api'; 'push-campaign-api' (important, medium revenue, handles PII); 'push-gdpr-worker' (critical, regulated data, handles PII); 'push-shared-access-control' (critical shared access-control service); plus critical/important admin and worker services. The vulnerability is therefore present in services central to revenue and regulatory obligations."", 'S_exploit – likelihood (1.0/10): ThreatSignal for CVE-2026-41907 shows EPSS = 0.00055, kevListed = false, publicExploit = false. This indicates very low current probability of exploitation with no known widespread or automated exploitation, so exploit likelihood is treated as low but non-zero.', ""S_blast – blast radius (8.5/10): The vulnerable 'uuid' dependency is present on at least 8 production assets hosting key services ('push-api', 'push-campaign-api', 'push-admin', 'push-gdpr-worker', 'push-queue-worker', 'push-legacy-worker', 'push-status-worker', 'push-shared-access-control'). Service dependency data shows that highly critical services like 'push-api' depend on multiple other services (e.g., 'push-admin', 'push-shared-access-control', 'push-infra-storage', 'push-shared-common', 'push-shared-configs'), meaning a successful exploit in this shared dependency could disrupt core push-platform APIs, campaign workflows, access control, and regulated-data processing."", 'Priority rationale and assumptions: On this system’s 0–50 contextual scale, scores ≥38 map to P1, 30–37.9 to P2, 20–29.9 to P3, and <20 to P4. The 32.3 score places CVE-2026-41907 in P2: near-term remediation—driven by high deployment exposure, high business criticality, and large blast radius, partially offset by low current exploit likelihood. Assessment is based solely on graph data (asset/service properties, data classification, ThreatSignal) with no external threat intel beyond the stored EPSS/KEV/exploit flags.']",0.86
CVE-2023-28155,31.5,P2,High,"[""Intrinsic severity S_cvss = 6.5/10: Vulnerability node describes CVE-2023-28155 as a Server-side Request Forgery (SSRF) in the npm package 'request' (version 2.88.2), which allows backend HTTP requests to be steered toward internal resources."", ""Deployment exposure S_exp ≈ 9/10: The vulnerable package is installed on two production assets:\n- asset-push-004 (runtime-host, prod, data_classification='confidential', network_exposure='partner-network'). This is reachable from a partner environment (Salesforce Marketing Cloud) and handles confidential data.\n- asset-push-016 (npm-internal-library, prod, data_classification='internal', network_exposure='internal').\nThe presence on a partner-exposed, confidential, production host drives exposure close to the upper range."", ""Business criticality S_crit ≈ 8/10: CVE-2023-28155 affects two services:\n- 'push-campaign-api' (criticality='important', revenue_impact='medium', handles_pii=true). This is the PUSH External API for Salesforce Marketing Cloud campaigns and journeys, directly processing customer notifications and PII.\n- 'push-shared-configs' (criticality='supporting', revenue_impact='low', handles_pii=false). \nThe vulnerable API is important to business workflows, processes PII, and contributes to revenue, yielding high business criticality despite not being flagged as the very top tier."", 'Exploit likelihood S_exploit ≈ 1/10: ThreatSignal node for this CVE shows epss=0.00557, kevListed=false, publicExploit=false. This indicates low observed exploitation probability in the wild, with no KEV listing and no public exploit signal, so current external pressure is low but non-zero.', ""Blast radius S_blast ≈ 7/10: Directly impacted are 2 assets and 2 services. Additionally, the vulnerable 'push-shared-configs' service is a shared dependency for other services: ['push-api', 'push-campaign-api', 'push-admin']. Compromise of the shared-configs component could propagate misconfiguration or access to multiple dependent services, including externally integrated ones, increasing the potential blast radius beyond a single API host."", 'Overall contextual judgment: Combining S_cvss (6.5) + S_exp (~9) + S_crit (~8) + S_exploit (~1) + S_blast (~7) yields S_priority ≈ 31.5/50. This represents a high contextual risk: an SSRF in a production, partner-exposed, PII-handling campaign API with shared-config dependencies, but tempered by presently low exploit likelihood. It warrants P2 (near-term) remediation rather than immediate P1 emergency response.']",0.9
CVE-2023-0842,26.6,P3,Medium,"['S_cvss (Vulnerability Severity): 5.3/10 — CVSS base score stored in graph is 5.3, described as a prototype pollution issue in npm package xml2js 0.4.23, enabling potential modification of JavaScript object prototypes when parsing untrusted XML/JSON.', 'S_exp (Deployment Exposure): 8.3/10 — Vulnerable package xml2js is installed on AWS runtime host asset-push-004 (hostname push-campaign-api-prod-004.push.internal) with properties environment=prod, data_classification=confidential, network_exposure=partner-network, tier=important. The affected service push-campaign-api is a partner-facing external API for Salesforce Marketing Cloud, implying the vulnerable parsing surface is reachable from external partner systems and handles confidential campaign data.', ""S_crit (Business Criticality): 7.0/10 — The impacted service push-campaign-api is labeled criticality='important', revenue_impact='medium', handles_pii=true, and runs on an 'important' tier asset. This indicates meaningful business and compliance impact (partner integration and customer PII in push campaigns) if the service is compromised or data integrity/confidentiality is affected."", 'S_exploit (Exploit Likelihood): 1.0/10 — ThreatSignal attached to CVE-2023-0842 shows epss=0.00326, kevListed=false, publicExploit=false. This combination indicates very low predicted near-term exploitation probability, with no CISA KEV listing or widely available exploit code observed in the graph’s threat intelligence data.', 'S_blast (Blast Radius): 5.0/10 — The vulnerable package appears on a single prod asset, limiting host spread, but the affected push-campaign-api service depends on several downstream services: push-queue-worker (criticality=important), push-infra-external-api (criticality=important, handles_pii=true), plus supporting shared services (push-shared-common, push-shared-configs). A successful exploit could disrupt this integration chain and potentially expose or misuse PII within this bounded but important subsystem.', 'Computation: S_priority = S_cvss (5.3) + S_exp (8.3) + S_crit (7.0) + S_exploit (1.0) + S_blast (5.0) = 26.6 (on a 0–50 scale derived from five 0–10 components).', 'Overall contextual judgment: Medium contextual risk. Given the prod, partner-exposed, PII-handling nature of push-campaign-api and its important downstream dependencies, but very low current exploit likelihood and confinement to a single host, this vulnerability is prioritized as P3 (scheduled remediation in normal patch cycles, with monitoring for any increase in exploit activity).', 'Assumptions / gaps: The graph shows only one affected asset and no modeled mitigating controls (e.g., strict input validation around xml2js, WAF rules, or runtime hardening). Assessment assumes xml2js is used on partner-supplied data within push-campaign-api and that no strong compensating controls significantly reduce exploitability beyond what is reflected in the low EPSS score.']",0.8
CVE-2025-68480,14.0,P4,Low,"['Intrinsic severity: CVSS 6.9/10 (Asymmetric Resource Consumption / Amplification). Normalized S_cvss = 6.9/10.', 'Deployment exposure: Vulnerable package marshmallow 3.21.1 (pip) is installed on a single AWS asset (asset-push-023) in a dev environment, with internal network exposure and internal data classification. Normalized S_exp ≈ 3/10 (low exposure).', ""Business criticality: The affected service 'push-cli-test-deps' is a supporting, dev-only service for operator CLI integration tests, with low revenue impact and no PII handled. Normalized S_crit ≈ 3/10 (low business impact)."", 'Exploit likelihood: ThreatSignal for CVE-2025-68480 shows EPSS = 0.00132, kevListed = false, publicExploit = false. This indicates extremely low observed exploitation probability. Normalized S_exploit ≈ 0.1/10 (very low).', 'Blast radius: Only one dev asset and one supporting test service are known to be affected; no wider service dependencies were observed in available graph data. Normalized S_blast ≈ 1/10 (very limited scope).', 'Integrated assessment: S_priority = S_cvss(6.9) + S_exp(3) + S_crit(3) + S_exploit(0.1) + S_blast(1) ≈ 14.0/50. Given the dev-only, non-PII, low-revenue, single-asset context and very low exploit likelihood, this vulnerability poses low real-world risk and can be handled as backlog/normal dependency maintenance rather than immediate action.', ""Assumptions/limitations: Service dependency relationships for 'push-cli-test-deps' were not fully observable; assessment assumes no hidden high-criticality upstream/downstream dependencies on this dev test service.""]",0.8
CVE-2025-50181,13.1,P4,Low contextual risk in current environment despite medium CVSS,"['Dimension scores — S_cvss (severity): 6.1/10; S_exp (deployment exposure): 2/10; S_crit (business criticality): 2/10; S_exploit (exploit likelihood): 1/10; S_blast (blast radius): 2/10. Aggregate: 13.1/50.', ""Severity (S_cvss = 6.1/10): The Vulnerability node for CVE-2025-50181 has cvss=6.1 and description='Open Redirect', indicating a medium-severity issue with mainly indirect impact (abuse for phishing or token leakage rather than direct remote code execution)."", ""Deployment exposure (S_exp = 2/10): All affected packages (urllib3 pip packages 2.2.1, 1.26.20, 1.26.18) are installed only on three AWS assets with environment='dev', network_exposure='internal', data_classification='internal', tier='supporting'. There is no evidence of internet-facing or production deployment, so external attack surface is minimal."", ""Business criticality (S_crit = 2/10): Each affected asset hosts a single Service with criticality='supporting', revenue_impact='low', handles_pii=false: (1) 'push-cli-test-deps' (operator CLI integration test deps), (2) 'push-build-deps-jenkins' (Jenkins pipeline Python deps for shipping push-service), (3) 'push-build-deps-dev' (dev-only tooling, explicitly 'Not deployed.'). No PII or direct revenue-bearing services are affected in this graph."", 'Exploit likelihood (S_exploit = 1/10): The linked ThreatSignal (Vulnerability-[:HAS]->ThreatSignal) for CVE-2025-50181 shows epss=0.00079, kevListed=false, publicExploit=false. This reflects extremely low predicted exploitation probability, not tracked in CISA KEV, and no known public exploit in available intel.', 'Blast radius (S_blast = 2/10): The vulnerability ties to 3 Assets and 3 low-criticality Services. Graph analysis shows no Service-[:DEPENDS_ON]->Service edges to or from these services (no upstream or downstream dependencies), so there is no modeled propagation path into higher-tier, production, or PII-handling services. The impact is localized to internal dev/test and CI support components.', 'Overall assessment: In this enterprise graph, CVE-2025-50181 affects only internal dev and pipeline-support Python dependency sets, with low data sensitivity, no internet exposure, no service dependencies, and very low exploit intelligence. The contextual risk is therefore low, justifying a P4 (backlog/monitor) priority, with remediation typically scheduled behind higher-impact vulnerabilities in production or customer-facing systems.', ""Assumptions and scope: Assessment is limited to assets and relationships present in the current knowledge graph. 'internal' data_classification is treated as non-PII/non-regulated. No hidden or external deployments of the affected urllib3 versions are assumed beyond those explicitly modeled.""]",0.9
CVE-2024-47081,12.9,P4,Low,"[""Vulnerability CVSS score is 5.9 (medium) with description 'Insertion of Sensitive Information Into Sent Data', indicating a moderate intrinsic impact if exploited."", ""The vulnerable package is python 'requests' 2.31.0 (pip ecosystem) present only on two AWS assets: 'asset-push-023' and 'asset-push-021'. Both are development ('environment': 'dev'), internally reachable only ('network_exposure': 'internal'), and handle only 'internal' data classification, resulting in low deployment exposure."", ""Both affected services are non-production, supporting/developer utilities: 'push-cli-test-deps' (CLI integration test dependencies) and 'push-build-deps-dev' (dev/build requirements, explicitly documented as 'Not deployed'), with 'criticality': 'supporting', 'revenue_impact': 'low', and 'handles_pii': false. This yields very low business criticality."", 'Threat intelligence for CVE-2024-47081 shows very low exploit likelihood: EPSS = 0.00208, not listed in KEV (kevListed=false), and no known public exploit (publicExploit=false).', 'Blast radius is limited: only two internal dev-tier assets are affected, and (based on available graph data) there are no modeled service dependency chains expanding impact beyond these supporting/dev services.']",0.86
